jobName	bossName	cityName	brandName	job_url	if_contact	if_continue_contact	dialogue_content	boss_content	number
金融贷款专员/入职买社保/无责 5k	欧女士	成都	曙讯咨询	https://www.zhipin.com/job_detail/405b530d99ed682e1HN_29S0E1RQ.html?lid=aLEmRmrqrvz.search.1281&securityId=gzXnFOaW14kHr-y1RHc1LrzrpqY_fJvyp_lwASUWbJFFGFdiQpnI546yy4w5o457CdwVQuKgPFByCs_gi2UKHacj43gt95TkJV9lVeh2C9SxXfMopJctZg9IJPkDHrlB71y3CNNsMDmeaQ~~	1.0	1.0			
兴业信贷专员业务代表	代先生	成都	兴业消费金融股份公司	https://www.zhipin.com/job_detail/f4a490e0137753d41HN53tW-ElFT.html?lid=aLEmRmrqrvz.search.1301&securityId=LQuRQ9A2aZae3-B1gGQGbuGXZ_JInOqeI4rrPWmby9AD4Gp6vB6tlvFlmufjd9hN4uScTDScgUld-TG2q3nDed6k6i0rSShhf0F0EjmnObcMnX6volFAPX_ccN2ikXVQLvoS4wagLWgU	1.0	0.0			
贷款销售～双休	杜先生	成都	成都市一定橙商务咨询有限公司	https://www.zhipin.com/job_detail/7a936373e4ad9d9e1Hx_2tu6GVVX.html?lid=aLEmRmrqrvz.search.1371&securityId=0bmywX09InvdD-819dK7eOFKA_XvUXAjU4vRU3Nyif7nP-EguHG_4AVVinD-jDXooDK1VhVjVCmrB_hcJILy70bHkwffvsdzrLJUc5lboocwkj-xrDY642JDvUhd1E1gtUY4AMUf9JSJYw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n很感谢您的认可，非常欢迎你咨询我们公司岗位，这边有什么问题，我们都可以直接沟通哦\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n您是否接受此工作地点?\n成都武侯区成都一定橙金融服务外包有限公司13楼\n暂不考虑可以接受\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n19881535810\n杜先生的手机号\n19881535810\n复制手机号\n对方已查看您的附件简历	很感谢您的认可，非常欢迎你咨询我们公司岗位，这边有什么问题，我们都可以直接沟通哦\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	19881535810.0
银行资源~金融信贷融资销售  双休保险齐全	张女士	成都	钱管够	https://www.zhipin.com/job_detail/55e2d75858cfca0d1Hx_39S-FldQ.html?lid=aLEmRmrqrvz.search.1381&securityId=vvhkEbIYHStmn-v13L-mn-tRcVa9JlrS_AmF7opdj6HfRdBEQANMvZicGbGo2FlHlWSIYv7zWM38YZxrfQlN_ZWaRF73SNniTn_Ho1OWzIyKumOd5dWIwAct7DlaPZWzpK53LXf9qJkIWg~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n您好，方便发一份你的简历过来吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n对方已查看您的附件简历\n请求交换电话已发送\n咱们目前招聘的为企贷销售专员哟\n您看能接受吗	您好，方便发一份你的简历过来吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n咱们目前招聘的为企贷销售专员哟\n您看能接受吗\n	
2W+贷款专员（精准资源）	贺女士	成都	闪速代	https://www.zhipin.com/job_detail/47d29c139bde53611HN539-_F1pZ.html?lid=aLEmRmrqrvz.search.1471&securityId=OfRanq6wAhrHE-11-oeDUt4KRpj0Kw9ApWwA4MasgY427z-DGjVbBkdRTIzzegcao43xxeu9K_omJ-ESXNGaoAO5D_OF5pESQR2LOsx2FUpf2FOqj-PfUSCvXSSud0s5jWpcZ6Drn-ObCA~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好\n想了解岗位哪方面呢\n17:06\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n老板您好，我很想跟您聊聊2W+贷款专员（精准资源）职位的详细情况，已将我的电话发送给您了，方便的话可以随时电话联系我，盼回复～\n18081123417\n贺女士的手机号\n18081123417\n复制手机号\n您已与贺女士交换电话	你好\n想了解岗位哪方面呢\n	18081123417.0
信贷管理专员	文女士	成都	添壹沓	https://www.zhipin.com/job_detail/092582de32a0523b1HN_39i0F1FR.html?lid=aLEmRmrqrvz.search.1521&securityId=M1oZGi6j6SGlL-K1Y9gjzRQIGjpu-8sUq3ym5ME3I9HSfnTzwohNSiFH5JtxqJCm5kSRlOkCR-fAkqCMUmVu42MZbZMzkKzgQZdChI5b24ckYXbyiPp0fUElyDTToLKEsupRlki5L36w2a7gpqGpMOE_uxJ4T714zkWxk5Ra1HrlGVbSsuw~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好，感谢你的申请，请问还有什么需要了解的吗？\n昨天 17:09\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n我大概跟你介绍下薪资和上班时间，有意向的话可以过来面谈一下\n请求交换电话已发送\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n我们主要是负责线上通知已经通过投流引流填写相关资料的客户，核实相关资料的完整性。移交给销售部门就可以了。有专门销售人员去进行跟进。\n无责底薪3800+绩效+提成（按照进件量计算）综合6K-1W\n9:30-18:30.。中午休息90分钟。双休。	你好，感谢你的申请，请问还有什么需要了解的吗？\n我大概跟你介绍下薪资和上班时间，有意向的话可以过来面谈一下\n我们主要是负责线上通知已经通过投流引流填写相关资料的客户，核实相关资料的完整性。移交给销售部门就可以了。有专门销售人员去进行跟进。\n无责底薪3800+绩效+提成（按照进件量计算）综合6K-1W\n9:30-18:30.。中午休息90分钟。双休。\n	
银行金融贷款专员无责4000+提成 周末双休	詹莲	成都	泽天下	https://www.zhipin.com/job_detail/40e211f0fe71df3e1HN93Nq6FlpU.html?lid=aLEmRmrqrvz.search.1531&securityId=r83oxwXTapzmY-l1avPDPiT9Br0HLBp2lGh5S1BuscFEmkxWsNL0EqFxbxxiy4eqKNMPclgA5BkWJMsvGglDnbq9vEA39qt7Y-fU1AOzcS0qwNesuPzcg1VH_qKmO-sQm2lVTMlyDam3kA~~	1.0	1.0		你好\n	
贷款专员 朝十晚六 不加班！	陈女士	成都	成都亿鸿泽商务公司	https://www.zhipin.com/job_detail/1e7d0d0598b1c1441HNy2d60EFdT.html?lid=aLEmRmrqrvz.search.1561&securityId=i4VsQK0rEQE4O-x1lPIVnXenzP6rpvOb48JPJX61mmU8Od9xzhMaxDe2QJSY-O7OoqhIKy1ZJqflNYkHthPhJN_nSCbi5dIiTugerVgFCmeG3aGh8uuepOUj0EyWlNs1WM-3DEH1uV9UIQ~~	1.0	0.0			
保底1W贷款顾问+60%通提+双休/不加班	蒲女士	成都	乾璟普惠	https://www.zhipin.com/job_detail/94c495399295ac2c1HV839--FFdR.html?lid=aLEmRmrqrvz.search.1571&securityId=Tl5kno7AqQLfi-h1fPTrybiKNlnMt9cXpKfI-aED-8ao90iWtbfzNLGr85-ZntTPgdC6KFTk5K8OS9jxQvoKaaJpiD4Ph_qcYzLoskD4-u6QaansFAMbJtjBjWWWsz8rNNhI_es8OT_XNg~~	1.0	0.0			
月薪2W贷款专员/六险一金	马先生	成都	张哥	https://www.zhipin.com/job_detail/df58167071beaf781Hx-2NS5GVRS.html?lid=aLEmRmrqrvz.search.1591&securityId=0DAfXB4ChwsIb-M1G_QlEwVDbbMY2_2HnNfNSpWGdH47zJKlcF4yodU0lTjNNYkeK1ghMnJx7QSx0ecYtj7yoQ1ujBTdzTKoYPZrqsQpVxD-I0SP0I0E0YzqDVCTj7-sFerV8tGY2dupoUc~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n在的\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n方便回复一下嘛？谢谢了哈\n17:17\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n老板您好，我很想跟您聊聊月薪2W贷款专员/六险一金职位的详细情况，已将我的电话发送给您了，方便的话可以随时电话联系我，盼回复～\n18848459426\n马先生的手机号\n18848459426\n复制手机号\n您已与马先生交换电话\n看了你的简历是符合我们要求，明天有时间过来面试嘛？	在的\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n方便回复一下嘛？谢谢了哈\n看了你的简历是符合我们要求，明天有时间过来面试嘛？\n	18848459426.0
银行企业贷款电销经理/7000-12000/五险一金	吴荣	成都	新网银行	https://www.zhipin.com/job_detail/4119cc0fbc1c047b1HN92dm0FlZZ.html?lid=aLEmRmrqrvz.search.1601&securityId=xuOxKhwt8WYZg-O14wGUw7nNV9W5ER1IgjNNaY0Ln68ZmbUXABN1OVyN1OKoDWWmeHFXN00WWjHmv5PmeMiUW_u-k6yn15SdLmzC2ti1cdyaFmP08u-ePlYwgzue6hAU_THeXXI1fHg~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n昨天 16:56\n你好，方便的话可以先投递简历，我们近期安排面试\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n昨天 17:19\n请求交换电话已发送\n09:13\n18780153125\n吴荣的手机号\n18780153125\n复制手机号\n开启虚拟电话，让老板直接联系你，不错过好机会！\n对方已查看您的附件简历\n你好，此岗位为新网银行的对公电销岗位，公司提供资源 ，通过银行系统外呼，服务于全国中小微企业，促成企业成功申请我行贷款 。了解客户需求，处理客户问题并给到正确满意的回复。\n您是否接受此工作地点?\n新川时代中心(成都新川时代中心。)\n暂不考虑可以接受	你好，方便的话可以先投递简历，我们近期安排面试\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n你好，此岗位为新网银行的对公电销岗位，公司提供资源 ，通过银行系统外呼，服务于全国中小微企业，促成企业成功申请我行贷款 。了解客户需求，处理客户问题并给到正确满意的回复。\n	18780153125.0
贷中调研和审核	郑女士	成都	浙江云夕科技有限公司	https://www.zhipin.com/job_detail/66b372b58d0a27e31HN53ti0FlJV.html?lid=aLEmRmrqrvz.search.1621&securityId=fEnGa2sEDUBe--z16KIKvJ-FJk8tsuuYLUXFQjWC4lhsvgDQvxY4QA2OwhZTIoysuxE_IsdS9pzkKEect30q6SmefTwXX2dv7dBpt22NYfVMOc5BYuQv794qXLbXBr1kLM6aLaYMl0cbMJJ-paRxedEstrchbv-9BvgmE4Y2x_ucnyFs-g~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n昨天 16:39\n做过信贷审核吗\n昨天 17:22\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n昨天 17:35\n对方已同意，您的附件简历已发送给对方\n07:23\n对方已查看您的附件简历\n08:55\n晚点方便电话吗	做过信贷审核吗\n晚点方便电话吗\n	
高级信贷预审	黄女士	成都	海博拓天	https://www.zhipin.com/job_detail/328b623b38bbd4eb1HNy3N28ElNQ.html?lid=aLEmRmrqrvz.search.1641&securityId=Tm-6hP8fpKTe3-W1BMuLMq6fWoKowkAz3UOfcWmerPbvacDIF7cMTUu_3zD6EhHm-zNLg-5RCEa7POxKL3a-woM14V5SMxCw9rXibutbYTVwurnFVUm9QKJokqcvSuCB7Ul2PSDOfg8KrUYny8Tj-JSGolu21j0KZFJX5zviDeVVMow0Ig~~	1.0	0.0			
金融信贷专员（5300底薪）	刘先生	成都	信富金服	https://www.zhipin.com/job_detail/b56e17bdb4bacb341HJ409W9E1pY.html?lid=aLEmRmrqrvz.search.1681&securityId=kDJgIdtewJa6v-41ZAFyXBJlVswqXNRop2TYyPAkmedWwt-bMSliekh1zHkk8Ms0CiK8RL9rM6tdKWpaxvSIRRWka3SUAql9_fRCVpD1TOmaHetis3MhKVvTtl8y0v0uPHpw1rUWQvMMUzw~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n11:17\n你好\n我们公司在金牛万达这边 试用期无责底薪3800 转正有责底薪5300（3800无责+1500有责） 提成是下款的1~2% 绩效是来一个客户就是30元 综合1.5w+\n九点半上班 晚上六点下班 月休 6 天 工作主要负责客户前端的审核邀约 精准客户资源 考虑的话可以约一个面试时间\n11:39\n请求交换电话已发送\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n16:19\n18328570363\n刘先生的手机号\n18328570363\n复制手机号	你好\n我们公司在金牛万达这边 试用期无责底薪3800 转正有责底薪5300（3800无责+1500有责） 提成是下款的1~2% 绩效是来一个客户就是30元 综合1.5w+\n九点半上班 晚上六点下班 月休 6 天 工作主要负责客户前端的审核邀约 精准客户资源 考虑的话可以约一个面试时间\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	18328570363.0
大厂贷款顾问-周末双休-不加班入职五险一金	邓女士	成都	北京外企德科人力...	https://www.zhipin.com/job_detail/9059c699da8519961Hx82di-F1JV.html?lid=aLEmRmrqrvz.search.1701&securityId=4Ba2RBXtnoqOm-d1R65ZWlixubGj8cL-6n18QxRGYjE1-6FtdODJxi0dRSVt7-uBdC0ZaInVUNQzvW4o3rAuiIau2qrFhoqDg9IDvVEI2UZwkSulWI4qJimosWHmmrSmg0UgXLY_YV7ccnSZYPJXGr73231cfNLLkCrDCUfuQihhI9VNFA~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n16:15\n您是否接受此工作地点?\n天府软件园D区(成都武侯区天府软件园D区4)\n暂不考虑可以接受\n请问位置合适吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n对方已查看您的附件简历\n工作内容：岗位属于网商银行贷款顾问，类似银行里的客户经理岗位，服务的客户为企业客户。需要与客户之间建立起良好的客情关系，并根据客户需要主动介绍推荐相关的银行类产品以及贷款服务；工作形式：电话+企微。（无通时通次的要求）\n薪资待遇：基本薪资3200+绩效1000+计件提成；综合薪资6000-10000+；\n上班时间：朝九晚六，周末双休\n我们是支付宝网商银行贷款顾问岗位，签三方合同，可以接受吗\n18728406294\n邓女士的手机号\n18728406294\n复制手机号	请问位置合适吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n工作内容：岗位属于网商银行贷款顾问，类似银行里的客户经理岗位，服务的客户为企业客户。需要与客户之间建立起良好的客情关系，并根据客户需要主动介绍推荐相关的银行类产品以及贷款服务；工作形式：电话+企微。（无通时通次的要求）\n薪资待遇：基本薪资3200+绩效1000+计件提成；综合薪资6000-10000+；\n上班时间：朝九晚六，周末双休\n我们是支付宝网商银行贷款顾问岗位，签三方合同，可以接受吗\n	18728406294.0
信贷专员	刘原君	成都	联众优车	https://www.zhipin.com/job_detail/d5edb1efd926b8511HNy2NS9FVNZ.html?lid=aLEmRmrqrvz.search.1721&securityId=IKKY2VTsMXfG3-n1wF44VW9kd_MJzQwLve8yKX9L1XangMkGpu9dnhCzPdK7nJwJ80Bv33PCaVMB9viE8OZgm78jntQ8HkXZGgTukafjmcXGjFcl8hM4ktqQ9k-9bX1KvzwnLS9Yjgyjdw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n我们是做二手车贷款的，有兴趣可以加微信\n我想要和您交换微信，您是否同意\n为保障您的安全建议在平台内沟通，微信沟通中需特别保护您的个人信息，谨防受骗。\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定	我们是做二手车贷款的，有兴趣可以加微信\n我想要和您交换微信，您是否同意\n为保障您的安全建议在平台内沟通，微信沟通中需特别保护您的个人信息，谨防受骗。\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	
银行贷款专员 无通时通量要求	颜女士	成都	成都惠融合信企业...	https://www.zhipin.com/job_detail/508e142bb51b14f01Hx609y7F1FW.html?lid=aLEmRmrqrvz.search.1741&securityId=QZbgV5dRMzp1A-g1uYJ21KMRt4vKUu5VW8gnK_nrozaw5QMoE7h3lGoXJyeXFr8MnCnL_Ucx_jTsaRsuYxFzK5Xa4s_PLcR1gnoALs9jQZ-WQVXY3oCFgV9ElzvLfdeF7PByMEvXLHvpuo0~	1.0	1.0	你好 我们这边是成都惠融，公司目前正在招聘销售专员，薪资5K+享受国家法定节假日，朝九晚六周末双休，每周下午茶、生日会、聚餐等各种福利，你对这方面有考虑吗？\n16:09\n你好~\n你好\n工作内容 主要根据公司提供的精准名单去询问客户有没有资金需求 有需要邀约到公司就可以\n工作内容可以接受吗\n17:27\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n请求交换电话已发送\n13540232052\n颜女士的手机号\n13540232052\n复制手机号\n哈喽 这边还有什么想要了解的吗？	你好 我们这边是成都惠融，公司目前正在招聘销售专员，薪资5K+享受国家法定节假日，朝九晚六周末双休，每周下午茶、生日会、聚餐等各种福利，你对这方面有考虑吗？\n你好\n工作内容 主要根据公司提供的精准名单去询问客户有没有资金需求 有需要邀约到公司就可以\n工作内容可以接受吗\n哈喽 这边还有什么想要了解的吗？\n	13540232052.0
贷款金融顾问	吴宜娟	成都	四川智融鑫商务信...	https://www.zhipin.com/job_detail/bda8c4a3677d122f1Hx63ty-E1tT.html?lid=aLEmRmrqrvz.search.1771&securityId=JGKbMfV9w7xNJ-e1hXeWth5eXPj9l5GLed-RK11MGiUTngEGIMNODKhMsOjZ6iVb1_OB5dsMvZPAnJTFp1vK-sMFiYDJOBAlW9twO1cYBHgfFtj7FZwMlp24oa_eVgzzvw9yC7uaQLR53g~~	1.0	1.0	你好，看过你的简历，觉得蛮合适的，期待和你聊一下\n昨天 16:09\n你好~\n昨天 17:30\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n昨天 21:40\n13281451333\n吴宜娟的手机号\n13281451333\n复制手机号	你好，看过你的简历，觉得蛮合适的，期待和你聊一下\n	13281451333.0
银行贷款经理	杨浩	成都	成都快易达商务信...	https://www.zhipin.com/job_detail/b3a978e4508ec3b61HFy2N60E1tV.html?lid=aLEmRmrqrvz.search.1801&securityId=iA6OhKICD0lDh-G1JKQ9rA71rXyGAYbIiMVc8kYHVv58W09Hy2J9twWhjo0xGcyZIdEQx9Ilsr9A8cvPTtJOzCZYGGxha6ihqXCfVOqttZ2y49rl999M-xRyAiJwAPn2GfqbYaFhg9EKCw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好之前做过贷款电话销售吗\n17:32\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n15390338343\n杨浩的手机号\n15390338343\n复制手机号	你好之前做过贷款电话销售吗\n	15390338343.0
信贷助理	张女士	成都	四川安洪信商务信...	https://www.zhipin.com/job_detail/2d8bdc692abe0ab21XJ929W6EFtY.html?lid=aLEmRmrqrvz.search.1831&securityId=bWkHPs5GKYIrD-h185gCrkmlBTm0YFi1LsSB-3PJ3G8K547_P8TbD3NGvxYUPYcRbOKQqdtblS6bVlyCO2pvOiQx-udBEfFSadTyxEpvJeIEdErREwbeH1lUF6cbNwwOuvGwZlJHWaafVg~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n无底薪，提成30%起，最高55%，周末双休，不加班\n17:34\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n17:53\n对方已同意，您的附件简历已发送给对方\n18601785865\n张女士的手机号\n18601785865\n复制手机号\n对方已查看您的附件简历\n无底薪，提成30%起，最高55%，周末双休，不加班\n这个能接受吗	无底薪，提成30%起，最高55%，周末双休，不加班\n无底薪，提成30%起，最高55%，周末双休，不加班\n这个能接受吗\n	18601785865.0
信贷专员+周末双休+精准资源40+	李女士	成都	景程	https://www.zhipin.com/job_detail/e5281edcb070ddaf1Hx50tm0F1ZQ.html?lid=aLEmRmrqrvz.search.1861&securityId=1j5oKOQnk55JC-G1u9e8SGF43RG9CoWm_5W9SNep9F3A6jrWCr9cgVZ-uCHT88JmEvVF3vdpKitQA8ncXUEvisQ1XHYAcz246EelY92UqdZdZgoj4kkJ6xyX8BzDmtlg3Fs7QrMiAX5B	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n方便发一份简历吗\n可以看看我的简历哈，合适的话可以聊聊~\n好的好的\n对方已查看您的附件简历\n您是否接受此工作地点?\n泰丰国际广场(成都青羊区泰丰国际广场12楼1201室)\n暂不考虑可以接受\n工作地点可以接受吗\n请求交换电话已发送\n13568176150\n李女士的手机号\n13568176150\n复制手机号\n薪资：无责3200+提成8%-35%+激励奖(总业绩的2%)上不封顶（没有考核和业绩要求)\n工作内容：提供网推精准实时资源，用微信和电话解答客户的问题，邀约到店即可（也可自行谈单主管协助谈单）\n李女士撤回了一条消息\n可以接受吗	你好\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n方便发一份简历吗\n好的好的\n工作地点可以接受吗\n薪资：无责3200+提成8%-35%+激励奖(总业绩的2%)上不封顶（没有考核和业绩要求)\n工作内容：提供网推精准实时资源，用微信和电话解答客户的问题，邀约到店即可（也可自行谈单主管协助谈单）\n可以接受吗\n	13568176150.0
信贷审批（五险一金+每周双休）	刘飔雨	成都	软通动力	https://www.zhipin.com/job_detail/3ff791294f04ccb51Hx62d67FVpR.html?lid=aLEmRmrqrvz.search.1891&securityId=j0-CWhlFh2Vqe-81KpbPs9tE-W8eqTKUFx-Arqfly7MgVKBOcA0IDVh9Ri0WuMNqeR1Wfxd_j9SR-cy0iSww8wsnpreum3XO1sFfF7WnQhx6T8gC4V51tDeikOnfN4_xn8jp-R_1_5Mr-w~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n本岗位为针对小微企业的授信初审（支付宝网商银行项目），属于风控信审岗位，无任何销售性质。\n岗位薪酬：综合6K-7K（具体面试定薪）；\n上班时间：9:00-18:00、12:00-21:00，做五休二排班，21点班次一个月2次左右；\n入职即购五险一金，带薪年假，透明的晋升通道等\n请问我们岗位基本内容，您可以接受吗？\n昨天 17:39\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n14:04\n15982210762\n刘飔雨的手机号\n15982210762\n复制手机号\n对方已同意，您的附件简历已发送给对方\n好的呢	本岗位为针对小微企业的授信初审（支付宝网商银行项目），属于风控信审岗位，无任何销售性质。\n岗位薪酬：综合6K-7K（具体面试定薪）；\n上班时间：9:00-18:00、12:00-21:00，做五休二排班，21点班次一个月2次左右；\n入职即购五险一金，带薪年假，透明的晋升通道等\n请问我们岗位基本内容，您可以接受吗？\n好的呢\n	15982210762.0
农资信贷经理	刘女士	成都	川恒征信有限公司	https://www.zhipin.com/job_detail/f6bc7d04f55e976e1Hd72tS6EVdZ.html?lid=aLEmRmrqrvz.search.2021&securityId=GQba-LtUJJvR2-r1D59S09XNUjkNqM1fRSou9POMSBng7AbpwFq2-MLewvNwIczkHkr396XHW2mg8_b42G6ojeZ2hZTplQVEsocV6wTxhk_7GT-azrM4TBy84ufNpW65W3JqO3XlxY-rUQ~~	1.0	0.0			
无责4k双休贷款顾问+精准数据	左先生	成都	融信金融	https://www.zhipin.com/job_detail/5fd1b36916155fa71Hx-2Ny6FVZV.html?lid=aLEmRmrqrvz.search.2041&securityId=DmXMznGTksrm7-R1473n0uLhjL-mVDsvyDtVfRfna2wBh1Rwl23Vy3DHH57ofx9dQ85tDMNI4oaLIBxl7vGh5fbpNZXUnO5JLBrQEQxj7d--hNkrJFJO6yLLdcUJ94iDvmj24ZdW6EM~	2.0	0.0			
贷款行业渠道销售	薛蓉	成都	重庆米兔网络科技	https://www.zhipin.com/job_detail/881ac3701ce9089d1Hx-29W9EVVS.html?lid=aLEmRmrqrvz.search.2051&securityId=Wh18TsAyhx9G7-i1CvFkaWS3eUcTynAh8I59VyYvx8iO9xz-BOcFk_rK3eL5bWrbmGTVmcrcT2dlcFKkI10eDgNd0AQaY4yam77BANHkiMPgqq69xEBi9KJ6RGQoi1p5lQreRG1BxpMfWto~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n昨天 16:21\n请问，你有贷款公司的资源吗？认识负责人或老板\n昨天 17:42\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送	请问，你有贷款公司的资源吗？认识负责人或老板\n	
无责3200贷款销售+双休社保+45%高提成	刘先生	成都	成都易捷新业商务...	https://www.zhipin.com/job_detail/6a87a7099e919d5c1Hx62tS4GFdQ.html?lid=aLEmRmrqrvz.search.2061&securityId=mxrDqEzXWkjio-81friJ91k2kh3FfClbMGB_kxet_qR0WA3ZEuQI57UaGiETubWUZn2Gan_gQjOmFXx3XWHxU2HmvSP_WJ3EttgfltRf2weODBxwUw-LJzgCstLthziF9Y0bVtITXqlFSwQ~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n16:32\n小姐姐你好呀\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n这边目前在职还是离职呢\n可以看看我的简历哈，合适的话可以聊聊~\n对方已查看您的附件简历\nhello小姐姐\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n这边目前在职还是离职呢\n请求交换电话已发送\n13699644426\n刘先生的手机号\n13699644426\n复制手机号\n您是否接受此工作地点?\n汇信财富中心(成都锦江区汇信财富中心2010)\n暂不考虑可以接受\n你看下公司位置合适吗	小姐姐你好呀\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n这边目前在职还是离职呢\nhello小姐姐\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n这边目前在职还是离职呢\n你看下公司位置合适吗\n	13699644426.0
